,sex,address,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,freetime,goout,health,absences,G1,G2,G3
577,0,0,1,1,1,3,3,2,1,0,0,0,0,0,0,0,4,4,2,8,10,9,11
578,0,0,3,3,4,1,2,2,1,0,0,0,0,0,0,0,5,4,3,4,8,9,10
579,0,0,1,3,0,3,1,1,0,0,0,0,0,0,0,0,3,3,3,0,9,10,9
580,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,4,5,4,8,9,10
581,0,0,1,2,0,1,2,2,2,0,0,0,0,0,0,0,3,3,5,2,6,8,8
582,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4,4,5,0,6,8,7
583,0,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,5,5,3,0,8,6,0
584,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,3,5,0,10,11,11
585,0,0,3,1,1,0,2,3,0,0,0,0,0,0,0,0,2,3,3,5,8,7,8
586,0,0,4,2,2,3,1,2,0,0,0,0,0,0,0,0,5,5,5,0,8,8,0
587,0,0,2,2,3,3,1,2,1,0,0,0,0,0,0,0,3,3,4,3,7,6,8
588,0,0,4,1,4,0,1,1,0,0,0,0,0,0,0,0,2,2,5,0,8,10,9
589,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,5,1,3,0,7,10,10
590,0,0,1,1,1,1,3,2,2,0,0,0,0,0,0,0,4,4,5,3,7,8,7
591,0,0,2,2,3,0,2,2,0,0,0,0,0,0,0,0,3,5,1,2,12,13,14
592,0,0,3,3,3,3,2,1,0,0,0,0,0,0,0,0,4,3,4,0,11,12,13
593,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,4,3,4,0,12,13,14
594,0,0,4,4,2,2,2,2,0,0,0,0,0,0,0,0,3,5,1,0,18,18,18
595,0,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,4,5,5,3,17,17,17
596,0,0,4,2,1,1,2,2,0,0,0,0,0,0,0,0,3,3,4,0,17,18,18
597,0,0,2,2,0,1,3,2,1,0,0,0,0,0,0,0,3,3,4,0,9,0,0
598,0,0,1,2,0,3,2,1,0,0,0,0,0,0,0,0,1,4,1,8,10,11,11
599,0,0,4,4,0,3,3,1,0,0,0,0,0,0,0,0,5,5,1,5,12,13,14
600,0,0,1,1,1,3,3,1,0,0,0,0,0,0,0,0,2,3,4,4,12,13,14
601,0,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,3,1,2,4,8,8,10
602,0,0,2,2,3,3,2,3,0,0,0,0,0,0,0,0,4,5,3,0,11,12,13
603,0,0,4,2,2,1,1,2,0,0,0,0,0,0,0,0,3,1,5,0,5,0,0
604,0,0,1,1,0,3,3,2,1,0,0,0,0,0,0,0,4,2,2,2,9,10,10
605,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,5,5,2,0,5,0,0
606,0,0,4,2,2,1,2,4,0,0,0,0,0,0,0,0,2,3,5,0,18,18,18
607,0,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,3,3,2,5,11,11,12
608,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,2,8,10,11
609,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,4,0,11,11,12
610,0,0,1,1,0,0,2,2,3,0,0,0,0,0,0,0,5,4,1,0,8,0,0
611,0,0,2,2,3,1,2,3,0,0,0,0,0,0,0,0,2,1,4,5,14,14,15
612,0,0,4,3,3,1,2,2,1,0,0,0,0,0,0,0,5,5,2,4,10,11,11
613,0,0,3,3,3,3,1,2,0,0,0,0,0,0,0,0,3,4,5,0,10,10,10
614,0,0,4,4,2,3,2,2,0,0,0,0,0,0,0,0,3,3,5,2,12,12,12
615,0,0,3,2,3,1,2,2,0,0,0,0,0,0,0,0,2,3,5,0,15,14,15
616,0,0,1,1,1,3,2,1,0,0,0,0,0,0,0,0,3,2,3,2,14,13,14
617,0,0,1,1,0,3,2,3,0,0,0,0,0,0,0,0,3,2,4,0,19,17,18
618,0,0,1,2,0,1,3,2,0,0,0,0,0,0,0,0,3,4,5,0,16,15,15
619,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,0,3,2,3,6,13,12,13
620,0,0,4,4,0,0,1,2,0,0,0,0,0,0,0,0,3,4,1,4,15,14,15
621,0,0,1,2,1,3,2,2,0,0,0,0,0,0,0,0,2,2,3,0,13,13,13
622,0,0,1,3,0,1,2,2,0,0,0,0,0,0,0,0,3,4,3,0,8,10,9
623,0,0,4,4,2,3,2,3,0,0,0,0,0,0,0,0,2,2,5,0,15,16,16
624,0,0,1,1,1,3,3,1,1,0,0,0,0,0,0,0,2,1,1,0,8,8,9
625,0,0,2,3,0,3,2,1,0,0,0,0,0,0,0,0,2,3,4,0,10,10,10
626,0,0,4,4,1,2,3,2,0,0,0,0,0,0,0,0,2,2,5,0,7,5,0
627,0,0,1,2,0,3,3,1,0,0,0,0,0,0,0,0,3,3,3,3,9,10,10
628,0,0,2,2,1,0,1,3,0,0,0,0,0,0,0,0,4,3,3,8,10,11,12
629,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,5,5,1,4,7,8,9
630,0,0,4,4,1,1,2,3,0,0,0,0,0,0,0,0,4,4,1,0,15,17,17
631,0,0,1,1,1,1,4,3,0,0,0,0,0,0,0,0,3,2,4,4,10,11,12
632,0,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,3,3,3,4,7,8,9
633,0,0,4,4,2,3,1,2,0,0,0,0,0,0,0,0,4,3,2,1,13,14,14
634,0,0,3,3,1,1,1,2,0,0,0,0,0,0,0,0,1,3,1,1,16,16,16
635,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,5,4,1,10,8,9,9
636,0,0,4,4,2,2,1,2,0,0,0,0,0,0,0,0,2,4,2,4,17,18,19
637,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,4,3,5,0,7,7,0
638,0,0,2,3,1,3,2,2,0,0,0,0,0,0,0,0,4,3,3,4,14,15,16
639,0,0,1,1,1,3,2,1,1,0,0,0,0,0,0,0,3,2,5,0,5,8,0
640,0,0,4,2,1,1,2,1,1,0,0,0,0,0,0,0,4,3,3,0,7,7,0
641,0,0,2,2,0,1,2,3,0,0,0,0,0,0,0,0,3,3,4,0,14,17,15
642,0,0,4,3,2,1,2,2,0,0,0,0,0,0,0,0,5,4,1,0,6,9,11
643,0,0,4,4,2,0,3,1,0,0,0,0,0,0,0,0,4,3,5,4,7,9,10
644,0,0,2,3,3,1,1,3,1,0,0,0,0,0,0,0,4,2,5,4,10,11,10
645,0,0,3,1,2,3,1,2,0,0,0,0,0,0,0,0,3,4,1,4,15,15,16
646,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,5,6,11,12,9
647,0,0,3,1,3,3,2,1,0,0,0,0,0,0,0,0,4,5,2,6,10,10,10
648,0,0,3,2,3,1,3,1,0,0,0,0,0,0,0,0,4,1,5,4,10,11,11
